'30000','1','0','0','0','0'
'30000','2','0','0','1','0'
'30000','3','0','0','2','0'
'30000','4','0','0','3','0'
'30000','5','0','0','4','0'
'30000','6','0','0','5','0'
'30000','7','0','0','6','0'
'30000','8','0','0','7','0'
'30000','9','0','0','8','0'
'30000','10','0','0','9','0'
'30000','11','0','1','0','1'
'30000','12','0','1','1','1'
'30000','13','0','1','2','1'
'30000','14','0','1','3','1'
'30000','15','0','1','4','1'
'30000','16','0','1','5','1'
'30000','17','0','1','6','1'
'30000','18','0','1','7','1'
'30000','19','0','1','8','1'
'30000','20','0','1','9','1'
'30000','21','0','1','10','1'
'30000','22','0','1','11','1'
'30000','23','0','1','12','1'
'30000','24','0','1','13','1'
'30000','25','0','1','14','1'
'30000','26','0','1','15','1'
'30000','27','0','1','16','1'
'30000','28','0','1','17','1'
'30000','29','0','1','18','1'
'30000','30','0','1','19','1'
'30000','31','0','1','20','1'
'30000','32','0','1','21','1'
'30000','33','0','1','22','1'
'30000','34','0','1','23','1'
'30000','35','0','1','24','1'
'30000','36','0','1','25','1'
'30000','37','0','1','26','1'
'30000','38','0','1','27','1'
'30000','39','0','1','28','1'
'30000','40','0','1','29','1'
'30000','41','0','1','30','1'
'30000','42','0','1','31','1'
'30000','43','0','1','32','1'
'30000','44','0','1','33','1'
'30000','45','0','1','34','1'
'30000','46','0','1','35','1'
'30000','47','0','1','36','1'
'30000','48','0','1','37','1'
'30000','49','0','1','38','1'
'30000','50','0','1','39','1'
'30000','51','0','1','40','1'
'30000','52','0','1','41','1'
'30000','53','0','1','42','1'
'30000','54','0','1','43','1'
'30000','55','0','1','44','1'
'30000','56','0','1','45','1'
'30000','57','0','1','46','1'
'30000','58','0','1','47','1'
'30000','59','0','1','48','1'
'30000','60','0','1','49','1'
'30000','61','0','1','50','1'
'30000','62','0','1','51','1'
'30000','63','0','1','52','1'
'30000','64','0','1','53','1'
'30000','65','0','1','54','1'
'30000','66','0','1','55','1'
'30000','67','0','1','56','1'
'30000','68','0','1','57','1'
'30000','69','0','1','58','1'
'30000','70','0','1','59','1'
'30000','71','0','1','60','1'
'30000','72','0','1','61','1'
'30000','73','0','1','62','1'
'30000','74','0','1','63','1'
