'19362','-4','0','0','0',NULL,'0'
'19362','-3','0','0','0',NULL,'0'
'19362','-2','0','3','1',NULL,'0'
'19362','0','0','0','0',NULL,'0'
'19362','1','0','3','1',NULL,'0'
'19362','29','29','2','1',NULL,'0'
'19362','127','0','3','1',NULL,'0'
