'19362','1','1','100','1','0','0','0'
'19362','2','2','100','1','0','0','0'
'19362','3','102','100','1','0','0','0'
'19362','4','4','100','1','0','0','0'
'19362','5','104','100','1','0','0','0'
'19362','6','6','100','1','0','0','0'
'19362','7','7','100','1','0','0','0'
'19362','81','81','100','1','0','0','0'
'19362','83','83','100','1','0','0','0'
'19362','87','87','100','1','0','0','0'
'19362','89','89','100','1','0','0','0'
'19362','101','101','100','1','0','0','0'
'19362','102','102','100','1','0','0','0'
'19362','103','103','100','1','0','0','0'
'19362','104','104','100','1','0','0','0'
