'19362','101','1000','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'21','21',NULL,NULL,NULL
'19362','101','2000','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'22','22',NULL,NULL,NULL
'19362','101','3000','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'23','23',NULL,NULL,NULL
'19362','101','4000','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'67','67',NULL,NULL,NULL
'19362','101','5000','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'68','68',NULL,NULL,NULL
'19362','101','6000','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'69','69',NULL,NULL,NULL
'19362','101','7000','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'161','161',NULL,NULL,NULL
'19362','101','8000','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'162','162',NULL,NULL,NULL
'19362','101','9000','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'1318','1318',NULL,NULL,NULL
