'19362','1','15','60','20'
'19362','2','180','180','180'
'19362','3','120','120','120'
'19362','4','300','900','300'
'19362','5','300','900','310'
'19362','6','60','120','90'
'19362','7','20','30','30'
'19362','8','10','15','10'
'19362','9','10','1800','1200'
'19362','10','4','6','5'
'19362','11','15','20','15'
'19362','12','15','60','20'
'19362','13','300','900','310'
'19362','14','15','60','20'
'19362','15','300','900','310'
'19362','16','15','60','20'
'19362','17','300','900','310'
'19362','18','15','60','20'
'19362','19','300','900','310'
'19362','20','15','60','20'
'19362','21','300','900','310'
'19362','22','15','60','20'
'19362','23','300','900','310'
'19362','24','1','2','2'
'19362','25','1','10','5'
'19362','26','60','180','120'
'19362','27','240','240','240'
'19362','28','10','10','10'
'19362','29','300','600','300'
'19362','30','5','10','5'
'19362','31','360','900','360'
'19362','32','3','5','4'
'19362','33','12','15','12'
'19362','34','2','4','3'
'19362','35','15','20','15'
'19362','36','10','15','10'
'19362','37','2','4','3'
'19362','38','120','240','180'
'19362','39','4','15','12'
