'19362','1','1','1'
'19362','1','2','1'
'19362','1','3','1'
'19362','1','4','1'
'19362','1','5','1'
'19362','1','6','2'
'19362','1','7','3'
'19362','2','1','1'
'19362','2','2','1'
'19362','2','3','1'
'19362','2','4','1'
'19362','2','5','1'
'19362','2','6','2'
'19362','2','7','3'
'19362','3','1','1'
'19362','3','2','1'
'19362','3','3','1'
'19362','3','4','1'
'19362','3','5','1'
'19362','3','6','1'
'19362','3','7','1'
'19362','4','1','1'
'19362','4','2','1'
'19362','4','3','1'
'19362','4','4','1'
'19362','4','5','1'
'19362','4','6','1'
'19362','4','7','2'
'19362','5','1','1'
'19362','5','2','1'
'19362','5','3','1'
'19362','5','4','1'
'19362','5','5','1'
'19362','5','6','1'
'19362','5','7','1'
'19362','11','1','1'
'19362','11','2','1'
'19362','11','3','1'
'19362','11','4','1'
'19362','11','5','1'
'19362','11','6','2'
'19362','11','7','3'
'19362','12','1','1'
'19362','12','2','1'
'19362','12','3','1'
'19362','12','4','1'
'19362','12','5','1'
'19362','12','6','2'
'19362','12','7','3'
