'19362','0','0','0','0','2','2','0','4','0','0','0','0','0','0','0','3','0','0','0','0','1','31','0','0','0','1','0','0','24','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'19362','1','0','0','3','2','2','0','4','0','0','0','0','0','0','0','3','0','0','0','0','1','31','0','0','0','1','2','0','24','1','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
