'19362','0','#02#','1','0','5','16','0'
'19362','0','#04#','1','0','5','38','0'
'19362','0','#05#','1','0','5','42','0'
'19362','0','#121#','1','0','5','79','0'
'19362','0','#122#','1','0','5','85','0'
'19362','0','#126#','1','0','5','88','0'
'19362','0','#161#','1','0','5','82','0'
'19362','0','#21#','1','0','5','1','0'
'19362','0','#22#','1','0','5','5','0'
'19362','0','#23#','1','0','5','59','0'
'19362','0','#25*','1','0','5','49','0'
'19362','0','#26#','1','0','5','13','0'
'19362','0','#34*','1','0','5','19','0'
'19362','0','#37#','1','0','5','35','0'
'19362','0','#43#','1','0','5','46','0'
'19362','0','#50#','1','0','5','70','0'
'19362','0','#51*','1','0','5','52','0'
'19362','0','#53#','1','0','5','22','0'
'19362','0','#55#','1','0','5','27','0'
'19362','0','#55*','1','0','5','26','0'
'19362','0','#56#','1','0','5','32','0'
'19362','0','#56*','1','0','5','31','0'
'19362','0','#57#','1','0','5','63','0'
'19362','0','#57*','1','0','5','62','0'
'19362','0','#590#','1','0','5','114','0'
'19362','0','#590*','1','0','5','91','0'
'19362','0','#591#','1','0','5','114','0'
'19362','0','#591*','1','0','5','100','0'
'19362','0','#592#','1','0','5','114','0'
'19362','0','#592*','1','0','5','101','0'
'19362','0','#593#','1','0','5','114','0'
'19362','0','#593*','1','0','5','102','0'
'19362','0','#594#','1','0','5','114','0'
'19362','0','#594*','1','0','5','103','0'
'19362','0','#595#','1','0','5','114','0'
'19362','0','#595*','1','0','5','104','0'
'19362','0','#596#','1','0','5','114','0'
'19362','0','#596*','1','0','5','105','0'
'19362','0','#597#','1','0','5','114','0'
'19362','0','#597*','1','0','5','106','0'
'19362','0','#61#','1','0','5','9','0'
'19362','0','#66*','1','0','5','73','0'
'19362','0','#81#','1','0','5','1','0'
'19362','0','#82#','1','0','5','9','0'
'19362','0','#83#','1','0','5','5','0'
'19362','0','#84#','1','0','5','68','0'
'19362','0','#85#','1','0','5','69','0'
'19362','0','*#02#','1','0','5','17','0'
'19362','0','*#04#','1','0','5','39','0'
'19362','0','*#04*','1','0','5','40','0'
'19362','0','*#05#','1','0','5','43','0'
'19362','0','*#121#','1','0','5','80','0'
'19362','0','*#122#','1','0','5','86','0'
'19362','0','*#126#','1','0','5','89','0'
'19362','0','*#161#','1','0','5','83','0'
'19362','0','*#21#','1','0','5','2','0'
'19362','0','*#21*','1','0','5','3','0'
'19362','0','*#22#','1','0','5','6','0'
'19362','0','*#22*','1','0','5','7','0'
'19362','0','*#23#','1','0','5','60','0'
'19362','0','*#25*','1','0','5','50','0'
'19362','0','*#26#','1','0','5','14','0'
'19362','0','*#34#','1','0','5','20','0'
'19362','0','*#37#','1','0','5','36','0'
'19362','0','*#43#','1','0','5','47','0'
'19362','0','*#51#','1','0','5','53','0'
'19362','0','*#510*','1','0','5','54','0'
'19362','0','*#511*','1','0','5','55','0'
'19362','0','*#53#','1','0','5','23','0'
'19362','0','*#53*','1','0','5','24','0'
'19362','0','*#55#','1','0','5','29','0'
'19362','0','*#55*','1','0','5','28','0'
'19362','0','*#56#','1','0','5','34','0'
'19362','0','*#56*','1','0','5','33','0'
'19362','0','*#57#','1','0','5','65','0'
'19362','0','*#57*','1','0','5','64','0'
'19362','0','*#590#','1','0','5','115','0'
'19362','0','*#590*','1','0','5','92','0'
'19362','0','*#591#','1','0','5','115','0'
'19362','0','*#591*','1','0','5','107','0'
'19362','0','*#592#','1','0','5','115','0'
'19362','0','*#592*','1','0','5','108','0'
'19362','0','*#593#','1','0','5','115','0'
'19362','0','*#593*','1','0','5','109','0'
'19362','0','*#594#','1','0','5','115','0'
'19362','0','*#594*','1','0','5','110','0'
'19362','0','*#595#','1','0','5','115','0'
'19362','0','*#595*','1','0','5','111','0'
'19362','0','*#596#','1','0','5','115','0'
'19362','0','*#596*','1','0','5','112','0'
'19362','0','*#597#','1','0','5','115','0'
'19362','0','*#597*','1','0','5','113','0'
'19362','0','*#61#','1','0','5','10','0'
'19362','0','*#61*','1','0','5','11','0'
'19362','0','*#66*','1','0','5','74','0'
'19362','0','**','1','0','0','1','0'
'19362','0','*02#','1','0','5','15','0'
'19362','0','*04#','1','0','5','37','0'
'19362','0','*05#','1','0','5','41','0'
'19362','0','*121#','1','0','5','78','0'
'19362','0','*122#','1','0','5','84','0'
'19362','0','*126#','1','0','5','87','0'
'19362','0','*161#','1','0','5','81','0'
'19362','0','*21*','1','0','5','0','0'
'19362','0','*22*','1','0','5','4','0'
'19362','0','*23*','1','0','5','58','0'
'19362','0','*25*','1','0','5','48','0'
'19362','0','*26#','1','0','5','12','0'
'19362','0','*30*','1','0','5','44','0'
'19362','0','*32*','1','0','27','0','0'
'19362','0','*33*','1','0','5','71','0'
'19362','0','*34*','1','0','5','18','0'
'19362','0','*43#','1','0','5','45','0'
'19362','0','*50','1','0','37','0','0'
'19362','0','*51*','1','0','5','51','0'
'19362','0','*53*','1','0','5','21','0'
'19362','0','*55*','1','0','5','25','0'
'19362','0','*56*','1','0','5','30','0'
'19362','0','*57*','1','0','5','61','0'
'19362','0','*590*','1','0','5','90','0'
'19362','0','*591*','1','0','5','93','0'
'19362','0','*592*','1','0','5','94','0'
'19362','0','*593*','1','0','5','95','0'
'19362','0','*594*','1','0','5','96','0'
'19362','0','*595*','1','0','5','97','0'
'19362','0','*596*','1','0','5','98','0'
'19362','0','*597*','1','0','5','99','0'
'19362','0','*61*','1','0','5','8','0'
'19362','0','*66*','1','0','5','72','0'
'19362','0','*71#','1','0','8','2','0'
'19362','0','*71*','1','0','8','0','0'
'19362','0','*81#','1','0','5','75','0'
'19362','0','*82#','1','0','5','76','0'
'19362','0','*83#','1','0','5','77','0'
'19362','0','*84*','1','0','5','66','0'
'19362','0','*85*','1','0','5','67','0'
'19362','0','*87*','1','0','9','0','0'
'19362','0','*88*','1','0','9','1','0'
'19362','0','1102','1','0','5','15','0'
'19362','0','1104','1','0','5','37','0'
'19362','0','1105','1','0','5','41','0'
'19362','0','11121','1','0','5','78','0'
'19362','0','11122','1','0','5','84','0'
'19362','0','11126','1','0','5','87','0'
'19362','0','11161','1','0','5','81','0'
'19362','0','1121','1','0','5','0','0'
'19362','0','1122','1','0','5','4','0'
'19362','0','1123','1','0','5','58','0'
'19362','0','1125','1','0','5','48','0'
'19362','0','1126','1','0','5','12','0'
'19362','0','1130','1','0','5','44','0'
'19362','0','1132','1','0','27','0','0'
'19362','0','1133','1','0','5','71','0'
'19362','0','1134','1','0','5','18','0'
'19362','0','1143','1','0','5','45','0'
'19362','0','1151','1','0','5','51','0'
'19362','0','1153','1','0','5','21','0'
'19362','0','1155','1','0','5','25','0'
'19362','0','1156','1','0','5','30','0'
'19362','0','1157','1','0','5','61','0'
'19362','0','11590','1','0','5','90','0'
'19362','0','11591','1','0','5','93','0'
'19362','0','11592','1','0','5','94','0'
'19362','0','11593','1','0','5','95','0'
'19362','0','11594','1','0','5','96','0'
'19362','0','11595','1','0','5','97','0'
'19362','0','11596','1','0','5','98','0'
'19362','0','11597','1','0','5','99','0'
'19362','0','1161','1','0','5','8','0'
'19362','0','1166','1','0','5','72','0'
'19362','0','1171','1','0','8','2','0'
'19362','0','1181','1','0','5','75','0'
'19362','0','1182','1','0','5','76','0'
'19362','0','1183','1','0','5','77','0'
'19362','0','1184','1','0','5','66','0'
'19362','0','1185','1','0','5','67','0'
'19362','0','1187','1','0','9','2','0'
'19362','0','1188','1','0','9','1','0'
'19362','0','1202','1','0','5','16','0'
'19362','0','1204','1','0','5','38','0'
'19362','0','1205','1','0','5','42','0'
'19362','0','12121','1','0','5','79','0'
'19362','0','12122','1','0','5','85','0'
'19362','0','12126','1','0','5','88','0'
'19362','0','12161','1','0','5','82','0'
'19362','0','1221','1','0','5','1','0'
'19362','0','1222','1','0','5','5','0'
'19362','0','1223','1','0','5','59','0'
'19362','0','1225','1','0','5','49','0'
'19362','0','1226','1','0','5','13','0'
'19362','0','1234','1','0','5','19','0'
'19362','0','1237','1','0','5','35','0'
'19362','0','1243','1','0','5','46','0'
'19362','0','1250','1','0','5','70','0'
'19362','0','1251','1','0','5','52','0'
'19362','0','1253','1','0','5','22','0'
'19362','0','12550','1','0','5','27','0'
'19362','0','12551','1','0','5','26','0'
'19362','0','12560','1','0','5','32','0'
'19362','0','12561','1','0','5','31','0'
'19362','0','12570','1','0','5','63','0'
'19362','0','12571','1','0','5','62','0'
'19362','0','125900','1','0','5','91','0'
'19362','0','125901','1','0','5','114','0'
'19362','0','125910','1','0','5','100','0'
'19362','0','125911','1','0','5','114','0'
'19362','0','125920','1','0','5','101','0'
'19362','0','125921','1','0','5','114','0'
'19362','0','125930','1','0','5','102','0'
'19362','0','125931','1','0','5','114','0'
'19362','0','125940','1','0','5','103','0'
'19362','0','125941','1','0','5','114','0'
'19362','0','125950','1','0','5','104','0'
'19362','0','125951','1','0','5','114','0'
'19362','0','125960','1','0','5','105','0'
'19362','0','125961','1','0','5','114','0'
'19362','0','125970','1','0','5','106','0'
'19362','0','125971','1','0','5','114','0'
'19362','0','1261','1','0','5','9','0'
'19362','0','1266','1','0','5','73','0'
'19362','0','1271','1','0','8','1','0'
'19362','0','1281','1','0','5','1','0'
'19362','0','1282','1','0','5','9','0'
'19362','0','1283','1','0','5','5','0'
'19362','0','1284','1','0','5','68','0'
'19362','0','1285','1','0','5','69','0'
'19362','0','1302','1','0','5','17','0'
'19362','0','1304','1','0','5','39','0'
'19362','0','1305','1','0','5','43','0'
'19362','0','13121','1','0','5','80','0'
'19362','0','13122','1','0','5','86','0'
'19362','0','13126','1','0','5','89','0'
'19362','0','13161','1','0','5','83','0'
'19362','0','1321','1','0','5','2','0'
'19362','0','1322','1','0','5','6','0'
'19362','0','1323','1','0','5','60','0'
'19362','0','1326','1','0','5','14','0'
'19362','0','1334','1','0','5','20','0'
'19362','0','1337','1','0','5','36','0'
'19362','0','1343','1','0','5','47','0'
'19362','0','1351','1','0','5','53','0'
'19362','0','1353','1','0','5','23','0'
'19362','0','13550','1','0','5','29','0'
'19362','0','13551','1','0','5','28','0'
'19362','0','13560','1','0','5','34','0'
'19362','0','13561','1','0','5','33','0'
'19362','0','13570','1','0','5','65','0'
'19362','0','13571','1','0','5','64','0'
'19362','0','13590','1','0','5','115','0'
'19362','0','13591','1','0','5','115','0'
'19362','0','13592','1','0','5','115','0'
'19362','0','13593','1','0','5','115','0'
'19362','0','13594','1','0','5','115','0'
'19362','0','13595','1','0','5','115','0'
'19362','0','13596','1','0','5','115','0'
'19362','0','13597','1','0','5','115','0'
'19362','0','1361','1','0','5','10','0'
'19362','0','1404','1','0','5','40','0'
'19362','0','1421','1','0','5','3','0'
'19362','0','1422','1','0','5','7','0'
'19362','0','1425','1','0','5','50','0'
'19362','0','14510','1','0','5','54','0'
'19362','0','14511','1','0','5','55','0'
'19362','0','1453','1','0','5','24','0'
'19362','0','14590','1','0','5','92','0'
'19362','0','14591','1','0','5','107','0'
'19362','0','14592','1','0','5','108','0'
'19362','0','14593','1','0','5','109','0'
'19362','0','14594','1','0','5','110','0'
'19362','0','14595','1','0','5','111','0'
'19362','0','14596','1','0','5','112','0'
'19362','0','14597','1','0','5','113','0'
'19362','0','1461','1','0','5','11','0'
'19362','0','1466','1','0','5','74','0'
'19362','0','15','1','0','7','1','0'
'19362','0','16','1','0','7','0','0'
'19362','0','17','1','0','0','1','0'
'19362','0','839422','1','0','12','1','0'
'19362','0','924','1','0','0','0','0'
'19362','0','925','1','0','0','0','0'
'19362','0','926','1','0','0','0','0'
'19362','0','927','1','0','0','0','0'
'19362','0','928','1','0','0','0','0'
'19362','0','929','1','0','0','0','0'
'19362','0','984','1','0','0','0','0'
'19362','0','G','1','0','6','1','0'
'19362','0','H','1','0','6','1','0'
'19362','1','008','1','0','0','0','0'
'19362','1','009','1','0','0','0','0'
'19362','1','01','1','0','3','7','0'
'19362','1','02','1','0','3','7','0'
'19362','1','03','1','0','3','7','0'
'19362','1','04','1','0','3','7','0'
'19362','1','05','1','0','3','7','0'
'19362','1','061','1','0','0','0','0'
'19362','1','062','1','0','0','0','0'
'19362','1','07','1','0','3','7','0'
'19362','1','08','1','0','3','7','0'
'19362','1','09','1','0','3','7','0'
'19362','1','101','1','0','3','101','0'
'19362','1','102','1','0','3','102','0'
'19362','1','103','1','0','3','103','0'
'19362','1','104','1','0','3','104','0'
'19362','1','20','1','0','3','4','0'
'19362','1','21','1','0','3','4','0'
'19362','1','22','1','0','3','4','0'
'19362','1','23','1','0','3','4','0'
'19362','1','24','1','0','3','4','0'
'19362','1','2500','1','0','3','4','0'
'19362','1','2501','1','0','3','4','0'
'19362','1','25020','1','0','3','4','0'
'19362','1','25021','1','0','3','4','0'
'19362','1','25022','1','0','3','4','0'
'19362','1','25023','1','0','3','4','0'
'19362','1','2550','1','0','2','0','0'
'19362','1','2551','1','0','2','0','0'
'19362','1','2552','1','0','2','0','0'
'19362','1','2553','1','0','2','0','0'
'19362','1','2554','1','0','2','0','0'
'19362','1','2555','1','0','2','0','0'
'19362','1','25560','1','0','2','0','0'
'19362','1','25561','1','0','2','0','0'
'19362','1','25562','1','0','2','0','0'
'19362','1','25563','1','0','2','0','0'
'19362','1','25564','1','0','2','0','0'
'19362','1','25565','1','0','0','3','0'
'19362','1','25566','1','0','0','3','0'
'19362','1','25567','1','0','2','0','0'
'19362','1','25568','1','0','2','0','0'
'19362','1','25569','1','0','2','0','0'
'19362','1','2557','1','0','2','0','0'
'19362','1','2558','1','0','2','0','0'
'19362','1','2559','1','0','2','0','0'
'19362','1','256','1','0','2','0','0'
'19362','1','257','1','0','2','0','0'
'19362','1','258','1','0','2','0','0'
'19362','1','259','1','0','2','0','0'
'19362','1','260','1','0','2','0','0'
'19362','1','261','1','0','2','0','0'
'19362','1','262','1','0','2','0','0'
'19362','1','263','1','0','2','0','0'
'19362','1','264','1','0','2','0','0'
'19362','1','26500','1','0','2','0','0'
'19362','1','27','1','0','3','4','0'
'19362','1','28','1','0','3','4','0'
'19362','1','29','1','0','3','4','0'
'19362','1','3','1','0','3','4','0'
'19362','1','4','1','0','3','4','0'
'19362','1','50','1','0','3','4','0'
'19362','1','51','1','0','3','4','0'
'19362','1','52','1','0','3','4','0'
'19362','1','53','1','0','3','4','0'
'19362','1','54','1','0','3','4','0'
'19362','1','55','1','0','3','4','0'
'19362','1','56','1','0','3','4','0'
'19362','1','570','1','0','3','4','0'
'19362','1','571','1','0','3','4','0'
'19362','1','572','1','0','3','4','0'
'19362','1','573','1','0','3','4','0'
'19362','1','57400','1','0','3','4','0'
'19362','1','57401','1','0','3','4','0'
'19362','1','57402','1','0','3','4','0'
'19362','1','57403','1','0','3','4','0'
'19362','1','57404','1','0','3','4','0'
'19362','1','57405','1','0','3','4','0'
'19362','1','57406','1','0','3','4','0'
'19362','1','57407','1','0','3','4','0'
'19362','1','58','1','0','3','4','0'
'19362','1','590','1','0','3','4','0'
'19362','1','591','1','0','3','4','0'
'19362','1','592','1','0','3','4','0'
'19362','1','593','1','0','3','4','0'
'19362','1','594','1','0','3','4','0'
'19362','1','595','1','0','3','4','0'
'19362','1','596','1','0','3','4','0'
'19362','1','597','1','0','3','4','0'
'19362','1','60','1','0','3','4','0'
'19362','1','61','1','0','3','4','0'
'19362','1','62','1','0','3','4','0'
'19362','1','63','1','0','3','4','0'
'19362','1','64','1','0','3','4','0'
'19362','1','65','1','0','3','4','0'
'19362','1','66','1','0','3','4','0'
'19362','1','80','1','0','3','87','0'
'19362','1','810','1','0','3','81','0'
'19362','1','8120','1','0','3','87','0'
