'19362','1','10.20.0.8',NULL,NULL,NULL,'0','3','3','itu-t92+','0','3','0','0','5060'
'19362','7','10.28.132.153',NULL,NULL,NULL,'0','4','3','itu-t92+','0','3','0','0','5060'
