'19362','1','2','8709','0','1','0','0','0','0','15','0','5','0','0','0','1','0','0','0','1'
'19362','2','3','1','0','2','0','0','0','0','15','0','12','0','0','0','2','0','0','0','1'
'19362','3','2','14505','0','3','0','0','0','0','15','0','14','0','0','0','1','0','0','0','1'
