'19362','0','0','1','0','1','0','0','0'
'19362','0','1','1','1','1','0','0','0'
'19362','0','2','1','2','1','0','0','0'
'19362','0','3','1','3','1','0','0','0'
'19362','0','4','1','4','1','0','0','0'
'19362','0','5','1','5','1','0','0','0'
'19362','0','6','1','6','1','0','0','0'
'19362','0','7','1','7','1','0','0','0'
'19362','0','8','1','8','1','0','0','0'
'19362','0','9','1','9','1','0','0','0'
'19362','0','10','1','10','1','0','0','0'
'19362','0','11','1','11','1','0','0','0'
'19362','0','12','1','12','1','0','0','0'
'19362','0','13','1','13','1','0','0','0'
'19362','0','14','1','14','1','0','0','0'
'19362','0','15','1','15','1','0','0','0'
'19362','0','32','1','32','1','0','0','0'
'19362','0','33','1','33','1','0','0','0'
'19362','0','34','1','34','1','0','0','0'
'19362','0','35','1','35','1','0','0','0'
'19362','0','36','1','36','1','0','0','0'
'19362','0','37','1','37','1','0','0','0'
'19362','0','38','1','38','1','0','0','0'
'19362','0','39','1','39','1','0','0','0'
'19362','0','40','1','40','1','0','0','0'
'19362','0','41','1','41','1','0','0','0'
'19362','0','42','1','42','1','0','0','0'
'19362','0','43','1','43','1','0','0','0'
'19362','0','44','1','44','1','0','0','0'
'19362','0','45','1','45','1','0','0','0'
'19362','0','46','1','46','1','0','0','0'
'19362','0','47','1','47','1','0','0','0'
'19362','0','48','1','48','1','0','0','0'
'19362','0','49','1','49','1','0','0','0'
'19362','0','50','1','50','1','0','0','0'
'19362','0','64','1','64','1','0','0','0'
'19362','0','65','1','65','1','0','0','0'
'19362','0','66','1','66','1','0','0','0'
'19362','0','67','1','67','1','0','0','0'
'19362','0','68','1','68','1','0','0','0'
'19362','0','69','1','69','1','0','0','0'
'19362','0','70','1','70','1','0','0','0'
'19362','0','71','1','71','1','0','0','0'
'19362','0','72','1','72','1','0','0','0'
'19362','0','73','1','73','1','0','0','0'
'19362','0','74','1','74','1','0','0','0'
'19362','0','74','2','74','2','0','0','0'
'19362','0','74','3','74','3','0','0','0'
'19362','0','74','4','74','4','0','0','0'
'19362','0','74','5','74','5','0','0','0'
'19362','0','74','6','74','6','0','0','0'
'19362','0','74','7','74','7','0','0','0'
