'19362','1','1','15',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'1'
'19362','2','0','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'2'
'19362','3','3','60',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'1001'
