'19362','1','2','10','40','20','60','1','0','1000','70','120','0','101','0','0','0','0','0','0','0'
'19362','2','0','10','60','0','60','1','0','1000','70','120','0','101','0','0','0','0','0','0','0'
'19362','3','2','10','80','20','80','1','0','1000','70','120','0','101','0','0','0','0','0','0','0'
'19362','4','2','10','80','20','80','1','0','1000','70','120','0','101','0','0','0','0','0','0','0'
