'19362','1','SAK intf present',NULL,NULL,NULL,'7','200','4000','25000','30000','7','100','100','7','7','1','1','1','0','1',NULL,NULL,NULL,NULL,'0',NULL
'19362','2','SAK intf not present',NULL,NULL,NULL,'7','200','4000','25000','30000','7','100','100','7','7','0','1','1','0','1',NULL,NULL,NULL,NULL,'0',NULL
'19362','3','MG fast fail detect',NULL,NULL,NULL,'7','200','4000','2000','7000','7','100','100','7','7','1','1','1','0','1',NULL,NULL,NULL,NULL,'0',NULL
