'28113','1','node1.eth0','0','0','1','0','1','0','3'
'28113','2','node2.eth0','0','2','3','0','1','0','3'
'28113','3','Unit1/ CVJ9; OAM; 0','0','0','1','0','1','0','1'
'28113','4','Unit1/ CVJ10; OAM; 0','0','2','3','0','1','0','1'
'28113','5','Unit1/ CVJ9; VOIP; 33','0','0','1','0','1','0','2'
'28113','6','Unit1/ CVJ10; VOIP; 33','0','2','3','0','1','0','2'
