'28113','-70','45'
'28113','-65','47'
'28113','-60','50'
'28113','-55','53'
'28113','-50','56'
'28113','-45','60'
'28113','-40','63'
'28113','-35','67'
'28113','-30','71'
'28113','-25','75'
'28113','-20','79'
'28113','-15','84'
'28113','-10','89'
'28113','-5','94'
'28113','0','100'
'28113','5','106'
'28113','10','112'
'28113','15','119'
'28113','20','126'
'28113','25','133'
'28113','30','141'
'28113','35','150'
'28113','40','158'
'28113','45','168'
'28113','50','178'
'28113','55','188'
'28113','60','200'
'28113','65','211'
'28113','70','224'
