'28113','93',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'28113','94',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'28113','95',NULL,NULL,NULL,NULL,NULL,'09',NULL,NULL
'28113','96',NULL,NULL,NULL,NULL,NULL,'07',NULL,NULL
'28113','97',NULL,NULL,NULL,NULL,NULL,'10',NULL,NULL
'28113','98',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'28113','99',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'28113','100',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'28113','101',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'28113','102',NULL,NULL,NULL,NULL,NULL,'09',NULL,NULL
'28113','103',NULL,NULL,NULL,NULL,NULL,'07',NULL,NULL
'28113','104',NULL,NULL,NULL,NULL,NULL,'10',NULL,NULL
'28113','105',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'28113','106',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'28113','107',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'28113','108',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'28113','109',NULL,NULL,NULL,NULL,NULL,'09',NULL,NULL
'28113','110',NULL,NULL,NULL,NULL,NULL,'07',NULL,NULL
'28113','111',NULL,NULL,NULL,NULL,NULL,'10',NULL,NULL
'28113','112',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
'28113','113',NULL,NULL,NULL,NULL,NULL,'02',NULL,NULL
