'28113','0.0.0.0','10.130.98.129','0.0.0.0','1',NULL,'Voice'
'28113','10.135.249.254','10.130.98.1','255.255.255.255','1',NULL,'moxa ftp'
'28113','10.8.0.0','10.130.98.253','255.255.255.0','1',NULL,'OpenVPN'
