'28113','10','4','1',NULL,NULL,'1004'
'28113','11','3','1',NULL,NULL,'1103'
'28113','11','4','1',NULL,NULL,'1104'
'28113','12','4','1',NULL,NULL,'1204'
'28113','13','3','1',NULL,NULL,'1303'
'28113','13','4','1',NULL,NULL,'1304'
'28113','14','3','1',NULL,NULL,'1403'
'28113','14','4','1',NULL,NULL,'1404'
'28113','15','3','1',NULL,NULL,'1503'
'28113','15','4','1',NULL,NULL,'1504'
'28113','16','3','1',NULL,NULL,'1603'
'28113','16','4','1',NULL,NULL,'1604'
'28113','19','3','1',NULL,NULL,'1903'
'28113','19','4','1',NULL,NULL,'1904'
'28113','20','3','1',NULL,NULL,'2003'
'28113','20','4','1',NULL,NULL,'2004'
'28113','22','3','1',NULL,NULL,'2203'
'28113','22','4','1',NULL,NULL,'2204'
'28113','24','3','1',NULL,NULL,'2403'
'28113','24','4','1',NULL,NULL,'2404'
'28113','25','3','1',NULL,NULL,'2503'
'28113','25','4','1',NULL,NULL,'2504'
'28113','28','3','1',NULL,NULL,'2803'
'28113','28','4','1',NULL,NULL,'2804'
'28113','29','3','1',NULL,NULL,'2903'
'28113','29','4','1',NULL,NULL,'2904'
'28113','30','3','1',NULL,NULL,'3003'
'28113','30','4','1',NULL,NULL,'3004'
'28113','31','3','1',NULL,NULL,'3103'
'28113','31','4','1',NULL,NULL,'3104'
'28113','34','3','1',NULL,NULL,'3403'
'28113','34','4','1',NULL,NULL,'3404'
'28113','35','3','1',NULL,NULL,'3503'
'28113','35','4','1',NULL,NULL,'3504'
'28113','36','3','1',NULL,NULL,'3603'
'28113','36','4','1',NULL,NULL,'3604'
'28113','37','3','1',NULL,NULL,'3703'
'28113','37','4','1',NULL,NULL,'3704'
'28113','38','3','1',NULL,NULL,'3803'
'28113','38','4','1',NULL,NULL,'3804'
'28113','39','3','1',NULL,NULL,'3903'
'28113','39','4','1',NULL,NULL,'3904'
'28113','40','3','1',NULL,NULL,'4003'
'28113','40','4','1',NULL,NULL,'4004'
'28113','41','3','1',NULL,NULL,'4103'
'28113','41','4','1',NULL,NULL,'4104'
'28113','43','3','1',NULL,NULL,'4303'
'28113','43','4','1',NULL,NULL,'4304'
'28113','44','3','1',NULL,NULL,'4403'
