'28113','0','Any Numbering Area',NULL
'28113','1','Barnaul_RZD',NULL
'28113','2','Barnaul_049',NULL
'28113','3','MTS NSK',NULL
'28113','4','RORS Altay',NULL
'28113','5','OTS',NULL
