'28113','1',NULL,'9','72','1','0','UTA6085AA','UTA6085AA050','ZGHC01008G','CVJ_L','0','0','1','1'
'28113','2',NULL,'10','72','1','0','UTA6085AA','UTA6085AA050','ZGHC01012G','CVJ_R','0','0','2','1'
