'28113','1','7','127'
'28113','2','7','127'
'28113','3','7','127'
'28113','5','0','127'
'28113','5','1','127'
'28113','5','2','127'
'28113','6','7','127'
'28113','7','7','127'
'28113','8','0','127'
'28113','8','1','127'
'28113','8','2','127'
'28113','9','0','127'
'28113','9','1','127'
'28113','9','2','127'
'28113','9','3','127'
'28113','9','7','127'
'28113','10','0','127'
'28113','10','1','127'
'28113','10','2','127'
'28113','10','3','127'
'28113','10','7','127'
'28113','11','0','127'
'28113','11','1','127'
'28113','11','2','127'
'28113','11','3','127'
'28113','11','7','127'
'28113','12','7','127'
'28113','13','7','127'
'28113','14','0','127'
'28113','14','1','127'
'28113','14','2','127'
'28113','14','3','127'
'28113','14','7','127'
'28113','16','0','127'
'28113','16','1','127'
'28113','16','2','127'
'28113','21','0','127'
'28113','21','1','127'
'28113','21','2','127'
'28113','23','0','127'
'28113','23','1','127'
'28113','23','2','127'
'28113','24','7','127'
'28113','26','7','127'
'28113','27','0','127'
'28113','27','1','127'
'28113','27','2','127'
'28113','27','4','127'
'28113','27','5','127'
'28113','27','7','127'
'28113','28','0','127'
'28113','28','1','127'
'28113','28','2','127'
'28113','28','3','127'
'28113','28','7','127'
'28113','29','0','127'
'28113','29','1','127'
'28113','29','2','127'
'28113','29','7','127'
'28113','30','7','127'
'28113','31','7','127'
'28113','32','7','127'
'28113','33','0','127'
'28113','33','1','127'
'28113','33','2','127'
'28113','35','7','127'
'28113','36','7','127'
'28113','37','0','127'
'28113','37','1','127'
'28113','37','2','127'
'28113','37','4','127'
'28113','37','5','127'
'28113','37','7','127'
'28113','38','6','127'
'28113','39','7','127'
'28113','40','7','127'
'28113','43','0','127'
'28113','43','1','127'
'28113','43','2','127'
'28113','43','7','127'
'28113','43','8','127'
'28113','45','7','127'
'28113','47','0','127'
'28113','47','1','127'
'28113','47','2','127'
'28113','47','3','127'
'28113','50','0','127'
'28113','50','1','127'
'28113','54','7','127'
'28113','59','0','127'
'28113','60','0','127'
'28113','61','0','127'
'28113','62','5','127'
'28113','65','0','127'
'28113','65','1','127'
'28113','65','2','127'
'28113','66','0','127'
'28113','66','1','127'
'28113','66','2','127'
'28113','67','0','127'
'28113','67','1','127'
'28113','67','2','127'
'28113','68','0','127'
'28113','68','1','127'
'28113','68','2','127'
'28113','73','0','127'
'28113','73','1','127'
'28113','73','2','127'
'28113','73','4','127'
'28113','73','5','127'
'28113','73','7','127'
'28113','74','0','127'
'28113','74','1','127'
'28113','74','2','127'
'28113','74','4','127'
'28113','74','5','127'
'28113','74','7','127'
'28113','77','0','127'
'28113','77','1','127'
'28113','77','2','127'
'28113','77','3','127'
'28113','77','6','127'
'28113','77','7','127'
'28113','78','0','127'
'28113','78','1','127'
'28113','78','2','127'
'28113','78','3','127'
'28113','79','0','127'
'28113','79','7','127'
'28113','81','0','127'
'28113','81','1','127'
'28113','81','2','127'
'28113','82','0','127'
'28113','82','1','127'
'28113','82','2','127'
'28113','82','7','127'
'28113','87','7','127'
'28113','89','0','127'
'28113','89','1','127'
'28113','89','2','127'
'28113','90','0','127'
'28113','90','1','127'
'28113','90','2','127'
'28113','91','7','127'
'28113','92','0','127'
'28113','92','1','127'
'28113','92','2','127'
'28113','93','7','127'
'28113','96','0','127'
'28113','96','1','127'
'28113','96','2','127'
'28113','96','3','127'
'28113','96','7','127'
'28113','98','0','127'
'28113','98','1','127'
'28113','98','2','127'
'28113','99','0','127'
'28113','110','7','127'
'28113','112','7','127'
'28113','121','0','127'
'28113','121','1','127'
'28113','121','2','127'
'28113','121','3','127'
'28113','121','7','127'
'28113','122','0','127'
'28113','122','1','127'
'28113','122','7','127'
'28113','124','7','127'
'28113','138','0','127'
'28113','138','1','127'
'28113','138','2','127'
'28113','139','7','127'
