'28113','1','0','0','0','0','0','0','1','0','0','0','0','0'
'28113','2','0','0','0','0','0','0','2','0','0','0','0','0'
'28113','3','0','0','0','0','0','0','3','0','0','0','0','0'
'28113','4','0','0','0','0','0','0','4','0','0','0','0','0'
'28113','5','0','0','0','0','0','0','5','0','0','0','0','0'
'28113','7','0','0','0','0','0','0','7','0','0','0','0','0'
'28113','8','0','0','0','0','0','0','8','0','0','0','0','0'
'28113','9','0','0','0','0','0','0','9','0','0','0','0','0'
'28113','10','0','0','0','0','0','0','10','0','0','0','0','0'
'28113','11','0','0','0','0','0','0','11','0','0','0','0','0'
'28113','12','0','0','0','0','0','0','12','0','0','0','0','0'
'28113','13','0','0','0','0','0','0','13','0','0','0','0','0'
'28113','38','0','0','0','0','0','0','38','0','0','0','0','0'
'28113','55','0','0','0','0','0','0','55','0','0','0','0','0'
'28113','58','0','0','0','0','0','0','58','0','0','0','0','0'
'28113','60','0','0','0','0','0','0','60','0','0','0','0','0'
'28113','66','0','0','0','0','0','0','66','0','0','0','0','0'
'28113','67','0','0','0','0','0','0','67','0','0','0','0','0'
'28113','69','0','0','0','0','0','0','69','0','0','0','0','0'
'28113','70','0','0','0','0','0','0','70','0','0','0','0','0'
'28113','73','0','0','0','0','0','0','73','0','0','0','0','0'
'28113','74','0','0','0','0','0','0','74','0','0','0','0','0'
'28113','115','0','0','0','0','0','0','115','0','0','0','0','0'
'28113','121','0','0','0','0','0','0','121','0','0','0','0','0'
'28113','292','0','0','0','0','0','0','292','0','0','0','0','0'
'28113','303','0','0','0','0','0','0','303','0','0','0','0','0'
'28113','455','0','0','0','0','0','0','455','0','0','0','0','0'
'28113','460','0','0','0','0','0','0','460','0','0','0','0','0'
'28113','464','0','0','0','0','0','0','464','0','0','0','0','0'
'28113','465','0','0','0','0','0','0','465','0','0','0','0','0'
'28113','466','0','0','0','0','0','0','466','0','0','0','0','0'
'28113','467','0','0','0','0','0','0','467','0','0','0','0','0'
'28113','469','0','0','0','0','0','0','469','0','0','0','0','0'
'28113','470','0','0','0','0','0','0','470','0','0','0','0','0'
'28113','473','0','0','0','0','0','0','473','0','0','0','0','0'
'28113','475','0','0','0','0','0','0','475','0','0','0','0','0'
'28113','477','0','0','0','0','0','0','477','0','0','0','0','0'
'28113','478','0','0','0','0','0','0','478','0','0','0','0','0'
'28113','492','0','0','0','0','0','0','500','0','0','0','0','0'
'28113','500','0','0','0','0','0','0','500','0','0','0','0','0'
'28113','501','0','0','0','0','0','0','501','0','0','0','0','0'
'28113','505','0','0','0','0','0','0','505','0','0','0','0','0'
'28113','506','0','0','0','0','0','0','506','0','0','0','0','0'
'28113','529','0','0','0','0','0','0','529','0','0','0','0','0'
'28113','600','0','0','0','0','0','0','600','0','0','0','0','0'
'28113','601','0','0','0','0','0','0','601','0','0','0','0','0'
'28113','602','0','0','0','0','0','0','602','0','0','0','0','0'
'28113','603','0','0','0','0','0','0','603','0','0','0','0','0'
'28113','604','0','0','0','0','0','0','604','0','0','0','0','0'
'28113','605','0','0','0','0','0','0','605','0','0','0','0','0'
'28113','646','0','0','0','0','0','0','646','0','0','0','0','0'
'28113','650','0','0','0','0','0','0','650','0','0','0','0','0'
'28113','750','0','0','0','0','0','0','750','0','0','0','0','0'
'28113','769','0','0','0','0','0','0','769','0','0','0','0','0'
'28113','770','0','0','0','0','0','0','770','0','0','0','0','0'
'28113','784','0','0','0','0','0','0','784','0','0','0','0','0'
'28113','851','0','0','0','0','0','0','851','0','0','0','0','0'
'28113','900','0','0','0','0','0','0','900','0','0','0','0','0'
'28113','901','0','0','0','0','0','0','901','0','0','0','0','0'
'28113','909','0','0','0','0','0','0','909','0','0','0','0','0'
'28113','960','0','0','0','0','0','0','960','0','0','0','0','0'
'28113','961','0','0','0','0','0','0','961','0','0','0','0','0'
'28113','979','0','0','0','0','0','0','979','0','0','0','0','0'
'28113','980','0','0','0','0','0','0','980','0','0','0','0','0'
'28113','990','0','0','0','0','0','0','990','0','0','0','0','0'
'28113','1211','0','0','0','0','0','0','1211','0','0','0','0','0'
'28113','1212','0','0','0','0','0','0','1212','0','0','0','0','0'
'28113','1213','0','0','0','0','0','0','1213','0','0','0','0','0'
'28113','1218','0','0','0','0','0','0','1218','0','0','0','0','0'
'28113','1219','0','0','0','0','0','0','1219','0','0','0','0','0'
