'28113','0','1','1','1','18'
'28113','1','2','2','5','18'
'28113','2','2','3','7','18'
'28113','3','2','4','10','18'
'28113','4','2','5','1','18'
'28113','5','2','6','1','18'
'28113','6','18','2','1','18'
'28113','7','18','3','1','18'
'28113','8','18','4','1','18'
'28113','9','18','5','1','18'
'28113','10','18','6','1','18'
'28113','11','3','255','0','0'
'28113','12','3','255','255','255'
'28113','13','1','6','1','3'
