'28113','1','0','120','0','0','0','3','0','1','26','0','1','0',NULL,NULL,NULL,NULL,NULL,NULL
'28113','2','0','120','0','0','0','3','0','1','26','0','2','0',NULL,NULL,NULL,NULL,NULL,NULL
'28113','3','0','120','0','0','0','3','0','1','26','0','3','0',NULL,NULL,NULL,NULL,NULL,NULL
'28113','4','0','120','0','0','0','3','0','1','26','0','4','0',NULL,NULL,NULL,NULL,NULL,NULL
'28113','5','1','120','1','0','0','3','0','1','26','0','1','0',NULL,NULL,NULL,NULL,NULL,NULL
'28113','6','1','120','1','0','0','3','0','1','26','0','2','0',NULL,NULL,NULL,NULL,NULL,NULL
'28113','7','1','120','1','0','0','3','0','1','26','0','3','0',NULL,NULL,NULL,NULL,NULL,NULL
'28113','8','1','120','1','0','0','3','0','1','26','0','4','0',NULL,NULL,NULL,NULL,NULL,NULL
