'28113','0','0','0','basic variant','9','0','9','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','0','0','1','basic variant','9','0','9','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','0','0','2','basic variant','9','0','9','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','0','1','0','variant with FRLS signal (used on CGRP)','9','0','9','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','0','1','1','variant with FRLS signal (used on CGRP)','9','0','9','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','0','1','2','variant with FRLS signal (used on CGRP)','9','0','9','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','1','0','0','basic variant','9','0','9','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','1','0','1','basic variant','9','0','9','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','1','0','2','basic variant','9','0','9','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','2','0','0','basic variant','128','0','31','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','2','0','1','basic variant','128','0','31','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','2','0','2','basic variant','128','0','31','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','4','0','0','basic variant','0','0','255','2','128','127','128','0','0','0','0','0','0','0','0','0','0','0'
'28113','4','0','1','basic variant','0','0','255','2','128','127','128','0','0','0','0','0','0','0','0','0','0','0'
'28113','4','0','2','basic variant','0','0','255','2','128','127','128','0','0','0','0','0','0','0','0','0','0','0'
'28113','5','0','0','basic variant','0','0','255','2','128','127','128','0','0','0','0','0','0','0','0','0','0','0'
'28113','5','0','1','basic variant','0','0','255','2','128','127','128','0','0','0','0','0','0','0','0','0','0','0'
'28113','5','0','2','basic variant','0','0','255','2','128','127','128','0','0','0','0','0','0','0','0','0','0','0'
'28113','6','0','0','basic (SL,ZSL line) variant','13','0','5','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','6','0','1','basic (SL,ZSL line) variant','5','0','13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','6','0','2','basic (SL,ZSL line) variant','13','0','5','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','6','1','0','SLM, MG line variant','13','0','5','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','6','1','1','SLM, MG line variant','5','0','13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','6','1','2','SLM, MG line variant','13','0','5','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','6','2','0','SL, ZSL variant without SZRL signal','13','0','5','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','6','2','1','SL, ZSL variant without SZRL signal','5','0','13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','6','2','2','SL, ZSL variant without SZRL signal','13','0','5','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','6','3','0','SLM, MG variant without SZRL signal','13','0','5','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','6','3','1','SLM, MG variant without SZRL signal','5','0','13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','6','3','2','SLM, MG variant without SZRL signal','13','0','5','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0'
'28113','7','0','0','basic (SL,ZSL line) variant','0','8','255','2','4','0','4','0','0','0','0','0','1','0','1','0','0','0'
'28113','7','0','1','basic (SL,ZSL line) variant','0','8','255','2','4','0','4','0','0','0','0','0','1','0','1','0','0','0'
'28113','7','0','2','basic (SL,ZSL line) variant','0','8','255','2','4','0','4','0','0','0','0','0','1','0','1','0','0','0'
'28113','7','1','0','SLM, MG line variant','0','8','255','2','4','0','4','0','0','0','0','0','1','0','1','0','0','0'
'28113','7','1','1','SLM, MG line variant','0','8','255','2','4','0','4','0','0','0','0','0','1','0','1','0','0','0'
'28113','7','1','2','SLM, MG line variant','0','8','255','2','4','0','4','0','0','0','0','0','1','0','1','0','0','0'
'28113','8','0','0','basic variant','0','8','255','2','255','239','255','0','0','0','0','0','2','0','1','0','0','0'
'28113','8','0','1','basic variant','0','8','255','2','255','239','255','0','0','0','0','0','2','0','1','0','0','0'
'28113','8','0','2','basic variant','0','8','255','2','255','239','255','0','0','0','0','0','2','0','1','0','0','0'
'28113','8','1','0','variant with FRLS signal','0','8','255','2','255','239','255','0','0','0','0','0','2','0','1','0','0','0'
'28113','8','1','1','variant with FRLS signal','0','8','255','2','255','239','255','0','0','0','0','0','2','0','1','0','0','0'
