'28113','9','1','15','15','1','0','1'
'28113','9','3','3','3','1','0','1'
'28113','9','7','6','6','1','0','1'
'28113','9','8','8','8','1','0','1'
'28113','9','9','7','7','1','0','1'
'28113','9','12','16','16','1','0','1'
'28113','9','13','9','9','1','0','1'
'28113','9','15','5','5','1','0','1'
'28113','14','2','6','6','1','0','1'
'28113','14','4','9','9','1','0','1'
'28113','14','5','2','2','1','0','1'
'28113','14','6','5','5','1','0','1'
'28113','14','10','7','7','1','0','1'
'28113','14','11','4','4','1','0','1'
'28113','14','14','11','11','1','0','1'
'28113','14','16','3','3','1','0','1'
'28113','14','17','8','8','1','0','1'
'28113','14','18','16','16','1','0','1'
