'28113','133','66200','12','0','0','0','20160609','0','20250609'
'28113','441','79200','10','0','0','0','20160727','0','20310727'
'28113','442','55200','12','0','0','0','20160608','0','20250608'
'28113','575','62247','10','0','0','0','20160824','0','20280824'
'28113','1939','66208','10','0','0','1515','20160318','0','20210318'
