'28113','1','Subscriber Group-1','0','0'
'28113','2','Subscriber Group-2','0','0'
'28113','3','Subscriber Group-3','0','0'
'28113','4','Subscriber Group-4','0','0'
'28113','5','Subscriber Group-5','0','0'
'28113','6','Subscriber Group-6','0','0'
'28113','7','Subscriber Group-7','0','0'
'28113','8','PRNG-8','0','0'
'28113','9','PRNG-9','0','0'
'28113','10','PRNG-10','0','0'
'28113','11','PRNG-11','0','0'
'28113','12','PRNG-12','0','0'
'28113','13','PRNG-13','0','0'
'28113','14','PRNG-14','0','0'
'28113','15','PRNG-15','0','0'
'28113','16','PRNG-16','0','0'
'28113','17','PRNG-17','0','0'
'28113','18','PRNG-18','0','0'
'28113','19','PRNG-19','0','0'
'28113','20','PRNG-20','0','0'
'28113','21','PRNG-21','0','0'
'28113','22','PRNG-22','0','0'
'28113','23','PRNG-23','0','0'
