'33627','1','144','ClearMode','10','97','0','-40','0','0','1','1','1','0','1','0','3840','0','0','0','0','0','0','0','1','800','30','1','0','0','0','0','0'
'33627','2','8','G711 A-law','20','8','0','-40','0','0','1','1','1','0','1','0','3840','0','0','0','0','0','0','0','1','800','30','1','0','0','0','0','0'
'33627','3','9','G711 U-law','20','0','0','-40','0','0','1','1','1','0','1','0','3840','0','0','0','0','0','0','0','1','800','30','1','0','0','0','0','0'
'33627','4','129','T38 Fax','20','128','0','-40','0','0','0','1','0','0','1','0','3840','0','0','0','0','0','0','0','1','800','30','1','0','0','0','0','0'
'33627','5','68','G729 annnexAB','20','18','1','-30','0','0','1','0','0','0','1','0','3840','0','0','0','0','0','0','0','1','800','30','1','0','0','0','0','0'
'33627','6','8','G711 A-law OTC','20','8','1','-40','1','0','1','1','1','0','1','0','3840','0','0','0','0','0','0','0','1','800','30','1','0','0','0','0','0'
