'33627','1','iskratel',NULL,NULL,NULL,'7','200','4000','25000','30000','15','600','7','1','1','1','1'
'33627','2','siemens','MOPC','PCM',NULL,'7','200','4000','25000','30000','15','600','7','1','1','1','0'
