'33627','4','1',NULL,'1','1','0','1','0'
'33627','4','5',NULL,'5','1','0','1','0'
'33627','5','2',NULL,'2','1','0','1','0'
'33627','5','3',NULL,'3','1','0','1','0'
'33627','5','4',NULL,'4','1','0','1','0'
