'33627','1','ClearMode','0','1','1','1','0','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
'33627','2','G711 A-law','0','1','1','1','0','2',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
'33627','3','T38 Fax','0','0','1','0','0','4',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
'33627','4','G729 annnexAB','0','1','0','0','0','5',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
'33627','5','G711 A-law OTC','1','1','1','1','0','6',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
