'24150','1','node1.eth0','0','0','1','0','1','0','3'
'24150','2','node2.eth0','0','2','3','0','1','0','3'
'24150','3','Unit1/ ATCA1/ Gb Ethernet1; VOIP; 123','0','0','1','0','1','0','2'
'24150','4','Unit1/ ATCA2/ Gb Ethernet1; VOIP; 123','0','2','3','0','1','0','2'
'24150','5','Unit1/ ATCA1/ Gb Ethernet1; OAM; 226','0','0','1','0','1','0','1'
'24150','6','Unit1/ ATCA2/ Gb Ethernet1; OAM; 226','0','2','3','0','1','0','1'
