'24150','0','0','0','4'
'24150','1','7','1','0'
'24150','2','7','1','0'
'24150','3','7','1','0'
'24150','4','19','1','0'
'24150','5','19','1','0'
'24150','6','7','1','0'
'24150','7','20','1','0'
'24150','8','10','1','0'
'24150','9','9','1','0'
'24150','10','9','1','0'
'24150','11','9','1','0'
'24150','12','19','1','0'
'24150','13','0','0','4'
'24150','14','7','1','0'
'24150','15','2','0','0'
'24150','16','2','0','0'
'24150','17','2','1','0'
'24150','18','2','0','0'
'24150','19','2','0','0'
'24150','20','5','1','0'
'24150','21','17','1','1'
'24150','22','2','1','0'
'24150','23','2','1','0'
'24150','24','4','1','0'
'24150','25','4','1','0'
'24150','26','2','1','0'
'24150','27','2','1','0'
'24150','28','2','1','0'
'24150','29','2','1','0'
'24150','30','5','1','0'
'24150','31','2','1','0'
'24150','32','5','1','0'
'24150','33','2','1','0'
'24150','34','2','1','0'
'24150','35','2','1','0'
'24150','36','2','1','0'
'24150','37','2','1','0'
'24150','38','2','1','0'
'24150','39','4','1','0'
'24150','40','4','1','0'
'24150','41','2','0','0'
'24150','42','2','0','0'
'24150','43','2','1','0'
'24150','44','2','1','0'
'24150','45','2','1','0'
'24150','46','2','1','0'
'24150','47','4','1','0'
'24150','48','4','1','0'
'24150','49','2','0','0'
'24150','50','2','0','0'
'24150','51','2','1','0'
'24150','52','2','1','0'
'24150','53','2','1','0'
'24150','54','2','1','0'
'24150','55','2','1','0'
'24150','56','4','1','0'
'24150','57','4','1','0'
'24150','58','2','0','0'
'24150','59','2','0','0'
'24150','60','2','0','0'
'24150','61','2','1','0'
'24150','62','2','1','0'
'24150','63','2','1','0'
'24150','64','2','1','0'
'24150','65','2','1','0'
'24150','66','4','1','0'
'24150','67','4','1','0'
'24150','68','2','0','0'
'24150','69','4','1','0'
'24150','70','4','1','0'
'24150','71','2','1','0'
'24150','72','2','1','0'
'24150','73','2','1','0'
'24150','74','4','1','0'
'24150','75','4','1','0'
'24150','76','5','1','0'
'24150','77','5','1','0'
'24150','78','5','1','0'
'24150','79','2','0','0'
'24150','80','2','0','0'
'24150','81','2','1','0'
'24150','82','2','1','0'
'24150','83','2','1','0'
'24150','84','2','1','0'
'24150','85','2','1','0'
'24150','86','2','1','0'
'24150','87','2','1','0'
'24150','88','2','1','0'
'24150','89','2','0','0'
'24150','90','2','0','0'
'24150','91','2','1','0'
'24150','92','2','1','0'
'24150','93','2','1','0'
'24150','94','2','1','0'
'24150','95','2','1','0'
'24150','96','2','1','0'
'24150','97','4','1','0'
'24150','98','4','1','0'
'24150','101','7','1','0'
'24150','102','7','1','0'
'24150','103','19','1','0'
'24150','104','19','1','0'
'24150','105','9','1','0'
'24150','106','9','1','0'
'24150','111','7','1','0'
'24150','112','7','1','0'
'24150','113','19','1','0'
'24150','114','19','1','0'
'24150','115','9','1','0'
'24150','116','9','1','0'
'24150','121','7','1','0'
'24150','122','7','1','0'
'24150','123','19','1','0'
'24150','124','19','1','0'
'24150','125','9','1','0'
'24150','126','9','1','0'
'24150','131','19','1','0'
'24150','132','19','1','0'
'24150','133','19','1','0'
'24150','134','19','1','0'
'24150','135','19','1','0'
'24150','136','19','1','0'
'24150','137','19','1','0'
'24150','138','19','1','0'
'24150','139','19','1','0'
'24150','140','19','1','0'
'24150','141','9','1','0'
'24150','142','9','1','0'
'24150','143','9','1','0'
'24150','144','9','1','0'
'24150','145','9','1','0'
'24150','146','9','1','0'
'24150','147','9','1','0'
'24150','148','9','1','0'
'24150','149','9','1','0'
'24150','150','9','1','0'
'24150','151','19','1','0'
'24150','152','19','1','0'
'24150','153','19','1','0'
'24150','154','19','1','0'
'24150','155','19','1','0'
'24150','156','19','1','0'
'24150','171','9','1','0'
'24150','172','9','1','0'
'24150','173','9','1','0'
'24150','174','9','1','0'
'24150','175','9','1','0'
'24150','176','9','1','0'
