'24150','-1','0','0','2','8','2','0','*#*','#','#','1','0','3','10','10','200','0','0','20','0','6','-1','0','0','0','1','0','0','0'
'24150','1','1','0','0','4','2','0','**','#','#','1','1','3','10','10','200','500','100','11','0','8','1','0','0','0','1','0','0','0'
