'24150','1',NULL,'3','54','1','0','E24273-011','E24273-011','711019700177','ATCA_L','0','0','1','1'
'24150','2',NULL,'4','54','1','0','E24273-011','E24273-011','711005300712','ATCA_R','0','0','2','1'
