'24150','0','Own','0',NULL,NULL,NULL,NULL,NULL
'24150','1','LOOPBACK Incoming Node','3',NULL,NULL,NULL,NULL,'75'
'24150','2','LOOPBACK Outgoing Node','4',NULL,NULL,NULL,NULL,'76'
