'24150','1','1'
'24150','1','2'
'24150','1','3'
'24150','1','4'
'24150','1','5'
'24150','1','6'
'24150','1','7'
'24150','1','8'
'24150','1','9'
'24150','1','10'
'24150','1','11'
'24150','1','12'
'24150','1','13'
'24150','1','14'
'24150','1','15'
'24150','1','16'
'24150','1','17'
'24150','1','18'
'24150','1','19'
'24150','1','20'
'24150','1','21'
'24150','1','22'
'24150','1','23'
'24150','1','25'
'24150','1','26'
'24150','1','27'
'24150','1','28'
'24150','1','29'
'24150','1','30'
'24150','1','31'
'24150','1','32'
'24150','1','33'
'24150','1','34'
'24150','1','35'
'24150','1','39'
'24150','1','41'
'24150','1','42'
'24150','1','43'
'24150','1','44'
'24150','1','45'
'24150','1','47'
'24150','1','52'
'24150','1','53'
'24150','1','64'
'24150','1','65'
'24150','1','66'
'24150','1','67'
'24150','1','68'
'24150','1','74'
'24150','1','75'
'24150','1','77'
'24150','1','78'
'24150','1','81'
'24150','1','82'
'24150','1','86'
'24150','1','89'
'24150','1','90'
'24150','1','92'
'24150','33','9'
'24150','33','10'
'24150','33','11'
'24150','33','12'
'24150','33','13'
'24150','33','14'
'24150','33','15'
'24150','33','16'
'24150','33','17'
'24150','33','18'
'24150','33','19'
'24150','33','20'
'24150','33','21'
'24150','33','22'
'24150','33','23'
'24150','33','25'
'24150','33','28'
'24150','33','29'
'24150','33','30'
'24150','33','35'
'24150','33','41'
'24150','33','43'
'24150','33','44'
'24150','33','47'
'24150','33','52'
'24150','33','65'
'24150','33','66'
'24150','33','67'
'24150','33','68'
'24150','33','77'
'24150','33','81'
'24150','33','86'
'24150','33','89'
'24150','33','90'
'24150','36','9'
'24150','36','10'
'24150','36','11'
'24150','36','12'
'24150','36','13'
'24150','36','14'
'24150','36','15'
'24150','36','16'
'24150','36','17'
'24150','36','18'
'24150','36','19'
'24150','36','20'
'24150','36','21'
'24150','36','22'
'24150','36','23'
'24150','36','25'
'24150','36','28'
'24150','36','29'
'24150','36','30'
'24150','36','35'
'24150','36','41'
'24150','36','43'
'24150','36','44'
'24150','36','47'
'24150','36','52'
'24150','36','65'
'24150','36','66'
'24150','36','67'
'24150','36','68'
'24150','36','77'
'24150','36','81'
'24150','36','86'
'24150','36','89'
'24150','36','90'
'24150','49','9'
'24150','49','10'
'24150','49','11'
'24150','49','12'
'24150','49','13'
'24150','49','14'
'24150','49','15'
'24150','49','16'
'24150','49','17'
'24150','49','18'
'24150','49','19'
'24150','49','20'
'24150','49','21'
'24150','49','22'
'24150','49','23'
'24150','49','25'
'24150','49','28'
'24150','49','29'
'24150','49','30'
'24150','49','35'
'24150','49','41'
'24150','49','43'
'24150','49','44'
'24150','49','47'
'24150','49','52'
'24150','49','65'
'24150','49','66'
'24150','49','67'
'24150','49','68'
'24150','49','77'
'24150','49','81'
'24150','49','86'
'24150','49','89'
'24150','49','90'
'24150','50','9'
'24150','50','10'
'24150','50','11'
'24150','50','12'
'24150','50','13'
'24150','50','14'
'24150','50','15'
'24150','50','16'
'24150','50','17'
'24150','50','18'
'24150','50','19'
'24150','50','20'
'24150','50','21'
'24150','50','22'
'24150','50','23'
'24150','50','25'
'24150','50','28'
'24150','50','29'
'24150','50','30'
'24150','50','35'
'24150','50','41'
'24150','50','43'
'24150','50','44'
'24150','50','47'
'24150','50','52'
'24150','50','65'
'24150','50','66'
'24150','50','67'
'24150','50','68'
'24150','50','77'
'24150','50','81'
'24150','50','86'
'24150','50','89'
'24150','50','90'
'24150','53','9'
'24150','53','10'
'24150','53','11'
'24150','53','12'
'24150','53','13'
'24150','53','14'
'24150','53','15'
'24150','53','16'
'24150','53','17'
'24150','53','18'
'24150','53','19'
'24150','53','20'
'24150','53','21'
'24150','53','22'
'24150','53','23'
'24150','53','25'
'24150','53','28'
'24150','53','29'
'24150','53','30'
'24150','53','35'
'24150','53','41'
'24150','53','43'
'24150','53','44'
'24150','53','47'
'24150','53','52'
'24150','53','65'
'24150','53','66'
'24150','53','67'
'24150','53','68'
'24150','53','77'
'24150','53','81'
'24150','53','86'
'24150','53','89'
'24150','53','90'
