'24150','-2','Merge Circle','0','1','1','1','0','0','10','120','0','1','0','2','1','1','0','0','100','0','1','-3','0','0','60','0'
'24150','-1','IP Duty with pedal','1','1','1','0','1','0','10','120','0','1','1','1','0','1','0','0','100','0','1','-3','0','0','60','0'
'24150','0','IP Duty without pedal','1','1','1','0','1','0','10','120','0','1','1','2','0','1','0','0','100','0','1','-3','0','0','60','0'
