'24150','1','200','15','0','0'
'24150','2','200','15','0','0'
'24150','3','200','15','0','0'
'24150','4','200','15','0','0'
'24150','5','200','15','0','0'
'24150','6','200','15','0','0'
'24150','7','200','15','0','0'
'24150','8','200','15','0','0'
'24150','9','200','15','0','0'
'24150','10','200','15','0','0'
'24150','11','200','15','0','0'
'24150','12','200','15','0','0'
'24150','13','200','15','0','0'
'24150','14','200','15','0','0'
'24150','15','200','15','0','0'
'24150','16','200','15','0','0'
'24150','17','200','15','0','0'
'24150','18','200','15','0','0'
'24150','19','200','15','0','0'
'24150','20','200','15','0','0'
'24150','21','200','15','0','0'
'24150','22','200','15','0','0'
'24150','23','200','15','0','0'
'24150','24','200','15','0','0'
'24150','25','200','15','0','0'
'24150','26','200','15','0','0'
'24150','27','200','15','0','0'
'24150','28','200','15','0','0'
'24150','29','200','15','0','0'
'24150','30','200','15','0','0'
'24150','31','200','15','0','0'
'24150','32','200','15','0','0'
'24150','33','200','15','0','0'
'24150','34','200','15','0','0'
'24150','35','200','15','0','0'
'24150','36','200','15','0','0'
'24150','37','200','15','0','0'
'24150','38','200','15','0','0'
'24150','39','200','15','0','0'
'24150','40','200','15','0','0'
'24150','41','200','15','0','0'
'24150','42','200','15','0','0'
'24150','43','200','15','0','0'
'24150','44','200','15','0','0'
'24150','45','200','15','0','0'
'24150','46','200','15','0','0'
'24150','47','200','15','0','0'
'24150','48','200','15','0','0'
'24150','49','200','15','0','0'
'24150','50','200','15','0','0'
'24150','51','200','15','0','0'
'24150','52','200','15','0','0'
'24150','53','200','15','0','0'
'24150','54','200','15','0','0'
'24150','55','200','15','0','0'
'24150','56','200','15','0','0'
'24150','57','200','15','0','0'
'24150','58','200','15','0','0'
'24150','59','200','15','0','0'
'24150','60','200','15','0','0'
'24150','61','200','15','0','0'
'24150','62','200','15','0','0'
'24150','63','200','15','0','0'
'24150','64','200','15','0','0'
'24150','65','200','15','0','0'
'24150','66','200','15','0','0'
'24150','67','200','15','0','0'
'24150','68','200','15','0','0'
'24150','69','200','15','0','0'
'24150','70','200','15','0','0'
'24150','71','200','15','0','0'
'24150','72','200','15','0','0'
'24150','73','200','15','0','0'
'24150','74','200','15','0','0'
'24150','75','200','15','0','0'
'24150','76','200','15','0','0'
'24150','77','200','15','0','0'
'24150','78','200','15','0','0'
'24150','79','200','15','0','0'
'24150','80','200','15','0','0'
'24150','81','200','15','0','0'
'24150','82','200','15','0','0'
'24150','83','200','15','0','0'
'24150','84','200','15','0','0'
'24150','85','200','15','0','0'
'24150','86','200','15','0','0'
'24150','87','200','15','0','0'
'24150','88','200','15','0','0'
'24150','89','200','15','0','0'
'24150','90','200','15','0','0'
'24150','91','200','15','0','0'
'24150','92','200','15','0','0'
'24150','93','200','15','0','0'
'24150','94','200','15','0','0'
'24150','95','200','15','0','0'
'24150','96','200','15','0','0'
'24150','97','200','15','0','0'
'24150','98','200','15','0','0'
'24150','99','200','15','0','0'
'24150','100','200','15','0','0'
'24150','101','200','15','0','0'
'24150','102','200','15','0','0'
'24150','103','200','15','0','0'
'24150','104','200','15','0','0'
'24150','105','200','15','0','0'
'24150','106','200','15','0','0'
'24150','107','200','15','0','0'
'24150','108','200','15','0','0'
'24150','109','200','15','0','0'
'24150','110','200','15','0','0'
'24150','111','200','15','0','0'
'24150','112','200','15','0','0'
'24150','113','200','15','0','0'
'24150','114','200','15','0','0'
'24150','115','200','15','0','0'
'24150','116','200','15','0','0'
'24150','117','200','15','0','0'
'24150','118','200','15','0','0'
'24150','119','200','15','0','0'
'24150','120','200','15','0','0'
'24150','121','200','15','0','0'
'24150','122','200','15','0','0'
'24150','123','200','15','0','0'
'24150','124','200','15','0','0'
'24150','125','200','15','0','0'
'24150','126','200','15','0','0'
'24150','127','200','15','0','0'
'24150','128','200','15','0','0'
