'24150','1','1','15',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'1'
'24150','2','0','1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'2'
'24150','4','3','60',NULL,'00:00:00',NULL,NULL,NULL,NULL,NULL,'1001'
