'24150','1','1','255','0','1','1','0','0','0'
'24150','2','1','6','0','1','1','0','0','0'
'24150','3','1','7','0','2','2','0','0','0'
'24150','4','1','9','0','1','1','0','0','0'
'24150','5','1','2','0','1','1','0','0','0'
'24150','6','1','4','0','4','15','0','0','0'
'24150','7','1','35','1','4','250','0','0','0'
'24150','8','1','10','1','4','16','0','0','0'
'24150','9','1','8','1','3','3','0','0','0'
'24150','10','1','11','1','4','16','0','0','0'
'24150','11','1','19','1','3','4','0','0','0'
'24150','12','1','26','1','6','6','0','0','0'
'24150','13','1','40','1','4','16','0','0','0'
'24150','14','1','32','1','3','131','0','0','0'
'24150','15','1','3','1','3','250','0','0','0'
'24150','16','1','29','1','4','13','0','0','0'
'24150','17','1','42','1','3','3','1','0','0'
'24150','18','1','192','1','5','17','0','0','0'
'24150','19','1','49','1','4','4','0','0','0'
'24150','20','1','193','1','4','250','0','0','0'
'24150','21','1','57','1','4','250','0','0','0'
'24150','22','1','75','1','3','3','0','0','0'
'24150','23','1','61','1','3','3','0','0','0'
'24150','24','1','120','1','5','250','0','0','0'
'24150','25','1','141','1','3','3','0','0','0'
'24150','26','1','198','1','9','9','0','0','0'
'24150','27','1','43','1','4','4','0','0','0'
'24150','28','1','51','1','3','250','0','0','0'
'24150','29','1','78','1','3','3','0','0','0'
'24150','30','1','119','1','3','3','0','0','0'
'24150','31','1','58','1','8','8','0','0','0'
'24150','32','1','164','1','8','25','0','0','0'
'24150','33','1','111','1','4','16','0','0','0'
'24150','34','1','63','1','4','16','0','0','0'
'24150','35','1','166','1','6','8','0','0','0'
'24150','36','1','0','1','1','1','0','0','0'
'24150','37','2','255','0','1','1','0','0','0'
'24150','38','2','5','0','3','14','0','0','0'
'24150','39','2','0','1','1','1','0','0','0'
'24150','40','3','255','0','1','1','0','0','0'
'24150','41','3','14','0','2','2','0','0','0'
'24150','42','3','57','1','4','250','0','0','0'
'24150','43','3','0','1','1','1','0','0','0'
'24150','44','4','255','0','1','1','0','0','0'
'24150','45','4','15','0','2','2','0','0','0'
'24150','46','4','9','1','3','3','0','0','0'
'24150','47','4','10','1','4','16','0','0','0'
'24150','48','4','57','1','4','250','0','0','0'
'24150','49','4','0','1','1','1','0','0','0'
'24150','50','5','255','0','1','1','0','0','0'
'24150','51','5','16','0','1','1','0','0','0'
'24150','52','6','255','0','1','1','0','0','0'
'24150','53','6','17','0','2','2','0','0','0'
'24150','54','6','41','1','3','3','0','0','0'
'24150','55','6','18','1','4','250','0','0','0'
'24150','56','6','42','1','3','3','1','0','0'
'24150','57','6','32','1','3','131','0','0','0'
'24150','58','6','3','1','3','250','0','0','0'
'24150','59','6','44','1','3','3','0','0','0'
'24150','60','6','12','1','5','16','0','0','0'
'24150','61','6','57','1','4','250','0','0','0'
'24150','62','6','54','1','3','3','0','0','0'
'24150','63','6','64','1','3','3','0','0','0'
'24150','64','6','120','1','5','250','0','0','0'
'24150','65','6','198','1','9','9','0','0','0'
'24150','66','6','122','1','3','3','0','0','0'
'24150','67','6','0','1','1','1','0','0','0'
'24150','68','7','255','0','1','1','0','0','0'
'24150','69','7','17','0','2','2','0','0','0'
'24150','70','7','41','1','3','3','0','0','0'
'24150','71','7','33','1','4','16','0','0','0'
'24150','72','7','42','1','3','3','1','0','0'
'24150','73','7','32','1','3','131','0','0','0'
'24150','74','7','3','1','3','250','0','0','0'
'24150','75','7','45','1','4','4','0','0','0'
'24150','76','7','57','1','4','250','0','0','0'
'24150','77','7','192','1','5','17','0','0','0'
'24150','78','7','64','1','3','3','0','0','0'
'24150','79','7','120','1','5','250','0','0','0'
'24150','80','7','198','1','9','9','0','0','0'
'24150','81','7','0','1','1','1','0','0','0'
'24150','82','8','255','0','1','1','0','0','0'
'24150','83','8','0','1','1','1','0','0','0'
'24150','84','9','255','0','1','1','0','0','0'
'24150','85','9','17','1','4','4','0','0','0'
'24150','86','9','41','1','3','3','0','0','0'
'24150','87','9','42','1','3','3','1','0','0'
'24150','88','9','32','1','3','131','0','0','0'
'24150','89','9','33','1','4','16','0','0','0'
'24150','90','9','3','1','3','250','0','0','0'
'24150','91','9','57','1','4','250','0','0','0'
'24150','92','9','45','1','4','4','0','0','0'
'24150','93','9','192','1','5','17','0','0','0'
'24150','94','9','12','1','5','16','1','0','0'
'24150','95','9','64','1','3','3','0','0','0'
'24150','96','9','120','1','5','250','0','0','0'
'24150','97','9','0','1','1','1','0','0','0'
'24150','98','12','255','0','1','1','0','0','0'
'24150','99','12','18','0','3','250','0','0','0'
'24150','100','12','19','1','3','4','1','0','0'
'24150','101','12','12','1','5','16','0','0','0'
'24150','102','12','3','1','3','250','1','0','0'
'24150','103','12','32','1','3','131','0','0','0'
'24150','104','12','39','1','3','3','0','0','0'
'24150','105','12','57','1','4','250','0','0','0'
'24150','106','12','42','1','3','3','1','0','0'
'24150','107','12','120','1','5','250','0','0','0'
'24150','108','12','30','1','4','4','0','0','0'
'24150','109','12','119','1','3','3','0','0','0'
'24150','110','12','0','1','1','1','0','0','0'
'24150','111','13','255','0','1','1','0','0','0'
'24150','112','13','34','0','1','1','0','0','0'
'24150','113','13','0','1','1','1','0','0','0'
'24150','114','14','255','0','1','1','0','0','0'
'24150','115','14','34','0','1','1','0','0','0'
'24150','116','14','0','1','1','1','0','0','0'
'24150','117','16','255','0','1','1','0','0','0'
'24150','118','16','18','1','5','6','1','0','0'
'24150','119','16','0','1','1','1','0','0','0'
'24150','120','17','255','0','1','1','0','0','0'
'24150','121','18','255','0','1','1','0','0','0'
'24150','122','19','255','0','1','1','0','0','0'
'24150','123','20','255','0','1','1','0','0','0'
'24150','124','21','255','0','1','1','0','0','0'
'24150','125','22','255','0','1','1','0','0','0'
'24150','126','23','255','0','1','1','0','0','0'
'24150','127','23','22','0','2','3','0','0','0'
'24150','128','24','255','0','1','1','0','0','0'
'24150','129','24','21','0','1','1','0','0','0'
'24150','130','24','22','0','3','34','0','0','0'
'24150','131','25','255','0','1','1','0','0','0'
'24150','132','25','21','0','1','1','0','0','0'
'24150','133','25','22','0','3','34','0','0','0'
'24150','134','26','255','0','1','1','0','0','0'
'24150','135','26','21','0','1','1','0','0','0'
'24150','136','26','22','0','3','34','0','0','0'
'24150','137','27','255','0','1','1','0','0','0'
'24150','138','27','21','0','1','1','0','0','0'
'24150','139','27','22','0','3','34','0','0','0'
'24150','140','41','255','0','1','1','0','0','0'
'24150','141','41','22','0','3','34','0','0','0'
'24150','142','44','255','0','1','1','0','0','0'
'24150','143','44','36','0','1','1','0','0','0'
'24150','144','44','18','1','4','250','0','0','0'
'24150','145','44','17','1','4','4','0','0','0'
'24150','146','44','41','1','3','3','0','0','0'
'24150','147','44','3','1','3','250','0','0','0'
'24150','148','44','42','1','3','3','1','0','0'
'24150','149','44','12','1','5','16','0','0','0'
'24150','150','44','32','1','3','131','0','0','0'
'24150','151','44','44','1','3','3','0','0','0'
'24150','152','44','57','1','4','250','0','0','0'
'24150','153','44','54','1','3','3','0','0','0'
'24150','154','44','64','1','3','3','0','0','0'
'24150','155','44','192','1','5','17','0','0','0'
'24150','156','44','120','1','5','250','0','0','0'
'24150','157','44','122','1','3','3','0','0','0'
'24150','158','44','198','1','9','9','0','0','0'
'24150','159','44','69','1','5','16','0','0','0'
'24150','160','44','33','1','4','16','1','0','0'
'24150','161','44','51','1','3','250','0','0','0'
'24150','162','44','0','1','1','1','0','0','0'
'24150','163','46','255','0','1','1','0','0','0'
'24150','164','47','255','0','1','1','0','0','0'
'24150','165','47','18','0','4','20','0','0','0'
'24150','166','47','0','1','1','1','0','0','0'
'24150','167','49','255','0','1','1','0','0','0'
'24150','168','49','255','1','3','3','0','0','0'
'24150','169','49','254','1','3','3','0','0','0'
'24150','170','49','0','1','1','1','0','0','0'
'24150','171','51','255','0','1','1','0','0','0'
'24150','172','51','56','1','3','250','0','0','0'
'24150','173','51','57','1','4','250','0','0','0'
'24150','174','51','51','1','3','250','0','0','0'
'24150','175','51','69','1','5','16','0','0','0'
'24150','176','51','3','1','3','250','1','0','0'
'24150','177','51','44','1','3','3','0','0','0'
'24150','178','51','120','1','5','250','0','0','0'
'24150','179','51','198','1','9','9','0','0','0'
'24150','180','51','12','1','5','16','1','0','0'
'24150','181','51','0','1','1','1','0','0','0'
'24150','182','54','255','0','1','1','0','0','0'
'24150','183','54','59','1','3','3','0','0','0'
'24150','184','54','56','1','3','250','0','0','0'
'24150','185','54','57','1','4','250','0','0','0'
'24150','186','54','0','1','1','1','0','0','0'
'24150','187','55','255','0','1','1','0','0','0'
'24150','188','55','60','1','3','3','0','0','0'
'24150','189','55','56','1','3','250','0','0','0'
'24150','190','55','57','1','4','250','0','0','0'
'24150','191','55','10','1','4','16','0','0','0'
'24150','192','55','3','1','3','250','1','0','0'
'24150','193','55','0','1','1','1','0','0','0'
'24150','194','56','255','0','1','1','0','0','0'
'24150','195','56','3','1','3','250','0','0','0'
'24150','196','56','192','1','5','17','0','0','0'
'24150','197','56','44','1','3','3','0','0','0'
'24150','198','56','32','1','3','131','0','0','0'
'24150','199','56','56','1','3','250','0','0','0'
'24150','200','56','0','1','1','1','0','0','0'
'24150','201','252','255','0','1','1','0','0','0'
'24150','202','255','255','0','1','1','0','0','0'
'24150','203','255','0','1','1','1','0','0','0'
