'24150','2','0','0','0','0','0','0','2','0','0','0','0','0'
'24150','3','0','0','0','0','0','0','3','0','0','0','0','0'
'24150','5','0','0','0','0','0','0','4','0','0','0','0','0'
'24150','6','0','0','0','0','0','0','6','0','0','0','0','0'
'24150','9','0','0','0','0','0','0','7','0','0','0','0','0'
'24150','12','0','0','0','0','0','0','5','0','0','0','0','0'
'24150','13','0','0','0','0','0','0','8','0','0','0','0','0'
'24150','14','0','0','0','0','0','0','9','0','0','0','0','0'
'24150','15','0','0','0','0','0','0','10','0','0','0','0','0'
'24150','20','0','0','0','0','0','0','15','0','0','0','0','0'
'24150','23','0','0','0','0','0','0','18','0','0','0','0','0'
'24150','24','0','0','0','0','0','0','19','0','0','0','0','0'
'24150','25','0','0','0','0','0','0','20','0','0','0','0','0'
'24150','26','0','0','0','0','0','0','21','0','0','0','0','0'
'24150','27','0','0','0','0','0','0','22','0','0','0','0','0'
'24150','30','0','0','0','0','0','0','30','0','0','0','0','0'
'24150','31','0','0','0','0','0','0','31','0','0','0','0','0'
'24150','32','0','0','0','0','0','0','32','0','0','0','0','0'
'24150','33','0','0','0','0','0','0','23','0','0','0','0','0'
'24150','34','0','0','0','0','0','0','24','0','0','0','0','0'
'24150','35','0','0','0','0','0','0','25','0','0','0','0','0'
'24150','36','0','0','0','0','0','0','26','0','0','0','0','0'
'24150','37','0','0','0','0','0','0','27','0','0','0','0','0'
'24150','38','0','0','0','0','0','0','28','0','0','0','0','0'
'24150','39','0','0','0','0','0','0','33','0','0','0','0','0'
'24150','40','0','0','0','0','0','0','34','0','0','0','0','0'
'24150','41','0','0','0','0','0','0','35','0','0','0','0','0'
'24150','42','0','0','0','0','0','0','36','0','0','0','0','0'
'24150','43','0','0','0','0','0','0','37','0','0','0','0','0'
'24150','44','0','0','0','0','0','0','38','0','0','0','0','0'
'24150','47','0','0','0','0','0','0','47','0','0','0','0','0'
'24150','48','0','0','0','0','0','0','48','0','0','0','0','0'
'24150','49','0','0','0','0','0','0','49','0','0','0','0','0'
'24150','50','0','0','0','0','0','0','39','0','0','0','0','0'
'24150','51','0','0','0','0','0','0','40','0','0','0','0','0'
'24150','52','0','0','0','0','0','0','41','0','0','0','0','0'
'24150','54','0','0','0','0','0','0','54','0','0','0','0','0'
'24150','55','0','0','0','0','0','0','55','0','0','0','0','0'
'24150','56','0','0','0','0','0','0','51','0','0','0','0','0'
'24150','57','0','0','0','0','0','0','52','0','0','0','0','0'
'24150','58','0','0','0','0','0','0','53','0','0','0','0','0'
'24150','61','0','0','0','0','0','0','61','0','0','0','0','0'
'24150','62','0','0','0','0','0','0','62','0','0','0','0','0'
'24150','63','0','0','0','0','0','0','63','0','0','0','0','0'
'24150','64','0','0','0','0','0','0','64','0','0','0','0','0'
'24150','65','0','0','0','0','0','0','65','0','0','0','0','0'
'24150','66','0','0','0','0','0','0','66','0','0','0','0','0'
'24150','71','0','0','0','0','0','0','71','0','0','0','0','0'
'24150','72','0','0','0','0','0','0','72','0','0','0','0','0'
'24150','73','0','0','0','0','0','0','73','0','0','0','0','0'
'24150','74','0','0','0','0','0','0','74','0','0','0','0','0'
'24150','75','0','0','0','0','0','0','75','0','0','0','0','0'
'24150','76','0','0','0','0','0','0','11','0','0','0','0','0'
'24150','77','0','0','0','0','0','0','12','0','0','0','0','0'
'24150','78','0','0','0','0','0','0','13','0','0','0','0','0'
'24150','1111','0','0','0','0','0','0','1111','0','0','0','0','0'
