'24150','-1','Pult Kontrolja in Upravlenija(PKU)','1','0','5','5','10','120','0','1','1','1','1','0','200','0','1','1','0','0'
'24150','0','IP Dispatcher','1','0','5','5','10','120','0','1','1','0','1','0','200','0','1','1','0','0'
