'24150','2','2','100','1','0','0','0','-1'
'24150','3','3','100','1','0','0','0','-1'
'24150','4','4','100','1','0','0','0','-1'
'24150','5','5','100','1','0','0','0','-1'
'24150','6','6','100','1','0','0','0','-1'
'24150','7','7','100','1','0','0','0','-1'
'24150','8','8','100','1','0','0','0','-1'
'24150','9','9','100','1','0','0','0','-1'
'24150','10','10','100','1','0','0','0','-1'
'24150','11','11','100','1','0','0','0','-1'
'24150','12','12','100','1','0','0','0','-1'
'24150','13','13','100','1','0','0','0','-1'
'24150','15','15','100','1','0','0','0','-1'
'24150','18','18','100','1','0','0','0','-1'
'24150','19','19','100','1','0','0','0','-1'
'24150','20','20','100','1','0','0','0','-1'
'24150','21','21','100','1','0','0','0','-1'
'24150','22','22','100','1','0','0','0','-1'
'24150','23','23','100','1','0','0','0','-1'
'24150','24','24','100','1','0','0','0','-1'
'24150','25','25','100','1','0','0','0','-1'
'24150','26','26','100','1','0','0','0','-1'
'24150','27','27','100','1','0','0','0','-1'
'24150','28','28','100','1','0','0','0','-1'
'24150','30','30','100','1','0','0','0','-1'
'24150','31','31','100','1','0','0','0','-1'
'24150','32','32','100','1','0','0','0','-1'
'24150','33','33','100','1','0','0','0','-1'
'24150','34','34','100','1','0','0','0','-1'
'24150','35','35','100','1','0','0','0','-1'
'24150','36','36','100','1','0','0','0','-1'
'24150','37','37','100','1','0','0','0','-1'
'24150','38','38','100','1','0','0','0','-1'
'24150','39','39','100','1','0','0','0','-1'
'24150','40','40','100','1','0','0','0','-1'
'24150','41','41','100','1','0','0','0','-1'
'24150','47','47','100','1','0','0','0','-1'
'24150','48','48','100','1','0','0','0','-1'
'24150','49','49','100','1','0','0','0','-1'
'24150','51','51','100','1','0','0','0','-1'
'24150','52','52','100','1','0','0','0','-1'
'24150','53','53','100','1','0','0','0','-1'
'24150','54','54','100','1','0','0','0','-1'
'24150','55','55','100','1','0','0','0','-1'
'24150','61','61','100','1','0','0','0','-1'
'24150','62','62','100','1','0','0','0','-1'
'24150','63','63','100','1','0','0','0','-1'
'24150','64','64','100','1','0','0','0','-1'
'24150','65','65','100','1','0','0','0','-1'
'24150','66','66','100','1','0','0','0','-1'
'24150','71','71','100','1','0','0','0','-1'
'24150','72','72','100','1','0','0','0','-1'
'24150','73','73','100','1','0','0','0','-1'
'24150','74','74','100','1','0','0','0','-1'
'24150','75','75','100','1','0','0','0','-1'
'24150','1111','1111','100','1','0','0','0','-1'
