'24150','0','cellular','9'
'24150','0','cellular-roaming','10'
'24150','0','hospital','8'
'24150','0','operator','5'
'24150','0','ordinary','1'
'24150','0','payphone','6'
'24150','0','police','3'
'24150','0','prison','2'
'24150','0','test','4'
'24150','0','unknown','7'
