'24150','1','SAK intf present',NULL,NULL,NULL,'7','200','4000','25000','30000','7','100','32767','11','11','1','1','1','0','1',NULL,NULL,NULL,NULL,'0',NULL,'0','0','0','0','0','0'
'24150','2','SAK intf not present',NULL,NULL,NULL,'7','200','4000','25000','30000','7','100','32767','11','11','0','1','1','0','1',NULL,NULL,NULL,NULL,'0',NULL,'0','0','0','0','0','0'
'24150','3','MG fast fail detect',NULL,NULL,NULL,'7','200','1000','2000','2200','7','100','32767','11','11','1','1','1','0','1',NULL,NULL,NULL,NULL,'0',NULL,'0','0','0','0','0','0'
