'24150','2','1','4','NULL','+8172','2'
'24150','3','1','4','NULL','+8172','2'
'24150','6','1','4','NULL','+8172','2'
'24150','7','1','-1','8172','....','0'
'24150','11','1','0','NULL','X','2'
'24150','11','1','4','NULL','+8172','2'
'24150','12','1','0','NULL','X','2'
'24150','12','1','4','NULL','+8172','2'
'24150','13','1','0','NULL','X','2'
'24150','13','1','4','NULL','+8172','2'
'24150','15','8','4','NULL','+81747','2'
'24150','20','4','4','NULL','+81743','2'
'24150','21','4','4','NULL','+81743','2'
'24150','22','4','4','NULL','+81743','2'
'24150','23','5','4','NULL','+81758','2'
'24150','24','5','4','NULL','+81758','2'
'24150','25','5','4','NULL','+81758','2'
'24150','26','9','4','NULL','+81748','2'
'24150','27','9','4','NULL','+81748','2'
'24150','28','9','4','NULL','+81748','2'
'24150','30','6','4','NULL','+81744','2'
'24150','31','6','4','NULL','+81744','2'
'24150','32','6','4','NULL','+81744','2'
'24150','33','8','4','NULL','+81747','2'
'24150','34','8','4','NULL','+81747','2'
'24150','35','8','4','NULL','+81747','2'
'24150','36','7','4','NULL','+81754','2'
'24150','37','7','4','NULL','+81754','2'
'24150','38','7','4','NULL','+81754','2'
'24150','39','3','4','NULL','+81749','2'
'24150','40','3','4','NULL','+81749','2'
'24150','41','3','4','NULL','+81749','2'
'24150','47','2','4','NULL','+81746','2'
'24150','48','2','4','NULL','+81746','2'
'24150','49','2','0','NULL','X','2'
'24150','49','2','4','NULL','+81746','2'
'24150','51','12','0','NULL','+81751','2'
'24150','51','12','4','NULL','+81751','2'
'24150','52','12','0','NULL','+81751','2'
'24150','52','12','4','NULL','+81751','2'
'24150','53','12','0','NULL','+81751','2'
'24150','53','12','4','NULL','+81751','2'
'24150','54','12','0','NULL','+81751','2'
'24150','54','12','4','NULL','+81751','2'
'24150','55','12','0','NULL','+81751','2'
'24150','55','12','4','NULL','+81751','2'
'24150','61','11','0','NULL','+81738','2'
'24150','61','11','4','NULL','+81738','2'
'24150','62','11','0','NULL','+81738','2'
'24150','62','11','4','NULL','+81738','2'
'24150','63','11','0','NULL','+81738','2'
'24150','63','11','4','NULL','+81738','2'
'24150','64','11','0','NULL','+81738','2'
'24150','64','11','4','NULL','+81738','2'
'24150','65','11','0','NULL','+81738','2'
'24150','65','11','4','NULL','+81738','2'
'24150','66','11','0','NULL','81738','2'
'24150','66','11','4','NULL','81738','2'
'24150','71','10','0','NULL','+81733','2'
'24150','71','10','4','NULL','+81733','2'
'24150','72','10','0','NULL','+81733','2'
'24150','72','10','4','NULL','+81733','2'
'24150','73','10','0','NULL','+81733','2'
'24150','73','10','4','NULL','+81733','2'
'24150','74','10','0','NULL','+81733','2'
'24150','74','10','4','NULL','+81733','2'
'24150','75','10','0','NULL','+81733','2'
'24150','75','10','4','NULL','+81733','2'
'24150','1111','1','-1','8172','....','0'
